timestamp,value
1396310400,19.761251902999998
1396310700,20.508273763190477
1396311000,19.976522396880952
1396311300,21.512587501971424
1396311600,20.217501314561908
1396311900,19.960328052752377
1396312200,21.74304681884286
1396312500,20.93084171753333
1396312800,18.50572343892381
1396313100,18.77778213051429
1396313400,21.222896213704765
1396313700,21.42525052279524
1396314000,20.27004903068572
1396314300,20.314547101976192
1396314600,20.63189851806667
1396314900,19.868070239957138
1396315200,20.83984411294762
1396315500,18.560413125538094
1396315800,21.97904554092857
1396316100,21.141988342819047
1396316400,20.673506339809524
1396316700,19.421538228
1396317000,18.807512425990478
1396317300,19.808502807680952
1396317600,20.824878390871426
1396317900,20.720850878461906
1396318200,19.724017001252374
1396318500,20.654038432442857
1396318800,21.463326515633334
1396319100,18.320912898923808
1396319400,20.025698477414288
1396319700,21.264875675804767
1396320000,20.42267311999524
1396320300,20.851440065985717
1396320600,20.31968176087619
1396320900,22.227914845366662
1396321200,18.486343288857146
1396321500,20.239476906147626
1396321800,18.648404291738093
1396322100,18.929320819928574
1396322400,19.829772449319048
1396322700,18.92721988980952
1396323000,22.167248663800002
1396323300,22.107099583090477
1396323600,19.671819537280953
1396323900,20.893812276771428
1396324200,20.477275187161904
1396324500,21.612050303052378
1396324800,20.866925296442854
1396325100,18.36559315133333
1396325400,21.424721351923807
1396325700,21.36685677091429
1396326000,20.425795584204767
1396326300,22.00602113099524
1396326600,22.035570537085718
1396326900,20.50487289727619
1396327200,20.848619591466672
1396327500,22.410195430557145
1396327800,19.62682855824762
1396328100,19.737457064438093
1396328400,19.177524182128565
1396328700,22.037336804219045
1396329000,21.439263083609525
1396329300,18.8913213955
1396329600,22.403259880990475
1396329900,21.40747778498095
1396330200,21.893159866971427
1396330500,18.691115061461907
1396330800,20.52579605675238
1396331100,21.307786004042853
1396331400,20.692619671633327
1396331700,21.19486367232381
1396332000,21.807210540114284
1396332300,20.040503013704765
1396332600,21.945269940595242
1396332900,19.209700133385716
1396333200,19.649020410576192
1396333500,18.746299146366667
1396333800,20.038064388157142
1396334100,20.10743579834762
1396334400,21.816320484038094
1396334700,21.21520125262857
1396335000,20.357009280219046
1396335300,21.226015438309524
1396335600,18.8361334021
1396335900,19.353526620290477
1396336200,21.147672373380953
1396336500,21.21278870547143
1396336800,21.751300539561907
1396337100,20.27420141715238
1396337400,21.559859243642855
1396337700,21.41300466353333
1396338000,22.53809732302381
1396338300,19.552485191414284
1396338600,20.90612301690476
1396338900,21.113903006495235
1396339200,22.70887725398571
1396339500,19.526462759176187
1396339800,20.822038746566673
1396340100,20.12134837375714
1396340400,20.847619493347626
1396340700,19.680002503638093
1396341000,18.94937808512857
1396341300,21.056630863219052
1396341600,20.11722678720952
1396341900,19.509015607000002
1396342200,20.084432740490477
1396342500,18.993251758180953
1396342800,74.92958581217142
1396343100,69.91462354836189
1396343400,73.09930644725237
1396343700,67.78030034374287
1396344000,74.31841281223332
1396344300,68.61390162262381
1396344600,69.85387066761429
1396344900,68.74405289080478
1396345200,72.03568006189523
1396345500,69.7770583696857
1396345800,65.77172155117619
1396346100,64.06475429266668
1396346400,80.13990765835716
1396346700,78.33237062224762
1396347000,72.23728090793809
1396347300,76.89516164052857
1396347600,78.75194911701904
1396347900,83.60344251280951
1396348200,71.9585883865
1396348500,76.19358828099048
1396348800,83.56000397688095
1396349100,80.86336084967142
1396349400,75.30741505916191
1396349700,83.93430347475238
1396350000,80.39548396244285
1396350300,80.48337181273331
1396350600,88.09666885212381
1396350900,87.63540515321431
1396351200,78.28200855820477
1396351500,74.82311570039523
1396351800,77.7741894244857
1396352100,73.08703196247619
1396352400,72.93995913686669
1396352700,78.90749119775714
1396353000,87.59052687924763
1396353300,86.4900552502381
1396353600,81.15829421172856
1396353900,82.02523879981905
1396354200,73.09473154860952
1396354500,76.4512308711
1396354800,73.41070084389048
1396355100,85.08037631648095
1396355400,75.35720776567143
1396355700,86.92517984006192
1396356000,83.32538957295237
1396356300,76.71828684284286
1396356600,75.57993017653331
1396356900,83.09681863002382
1396357200,87.55336675621429
1396357500,84.64187976130475
1396357800,78.73372324459523
1396358100,82.5616376855857
1396358400,78.1441899914762
1396358700,89.16319300076668
1396359000,85.16662861575712
1396359300,83.02326462964763
1396359600,79.97347906433811
1396359900,83.09846151082856
1396360200,78.68238424141906
1396360500,73.68700611410952
1396360800,79.56765692970001
1396361100,88.14096298019048
1396361400,83.28176146948095
1396361700,74.61209219977142
1396362000,87.43552404396192
1396362300,77.58553747455237
1396362600,77.19131153154285
1396362900,78.05185466793333
1396363200,82.54086029622381
1396363500,82.0280994602143
1396363800,81.18319143010476
1396364100,84.80842798599524
1396364400,78.40314959548569
1396364700,85.85894721047619
1396365000,76.15859539126667
1396365300,85.88272835755714
1396365600,83.98921614184763
1396365900,84.30702490723809
1396366200,81.08801775882857
1396366500,84.06259991911904
1396366800,74.67485881190952
1396367100,87.03024587450001
1396367400,74.30174647989048
1396367700,75.80028106358095
1396368000,82.65705080557144
1396368300,85.2664342373619
1396368600,74.66333682805238
1396368900,88.18296335724287
1396369200,89.03588756493332
1396369500,83.1608197228238
1396369800,81.1729565479143
1396370100,85.34281330270477
1396370400,78.74166454819525
1396370700,81.3876132668857
1396371000,88.16122623537619
1396371300,88.80073587276668
1396371600,88.35092965575714
1396371900,77.72443742994763
1396372200,77.25221366243811
1396372500,78.30278118942856
1396372800,80.60856648641905
1396373100,78.58170855020953
1396373400,79.54987478470001
1396373700,83.50010024889049
1396374000,85.77775945288096
1396374300,85.35372043357144
1396374600,86.6230063261619
1396374900,74.11462498665237
1396375200,30.71263352284286
1396375500,35.466627782133344
1396375800,33.83372208772381
1396376100,34.12955835781428
1396376400,30.773455073104767
1396376700,32.078347722295234
1396377000,34.537246951585715
1396377300,35.95798370177619
1396377600,36.335353752266656
1396377900,33.676785771657144
1396378200,33.97257650864762
1396378500,35.82049918083809
1396378800,24.26498554472857
1396379100,24.179394009119054
1396379400,25.926084684609517
1396379700,25.417647290300003
1396380000,25.958834064990484
1396380300,22.871376598280953
1396380600,24.25027237397143
1396380900,25.682785727861905
1396381200,22.413893514752377
1396381500,25.483478007142853
1396381800,22.75055294013333
1396382100,25.558644527323807
1396382400,22.724469874714284
1396382700,21.016649152304762
1396383000,22.171453712195238
1396383300,23.03311902138572
1396383600,22.84373742017619
1396383900,22.004920940266672
1396384200,23.946162179957145
1396384500,22.396700318047618
1396384800,22.349270303938095
1396385100,20.539656763628575
1396385400,24.06912389771905
1396385700,21.02502875920953
1396386000,22.0849229424
1396386300,23.198539327590474
1396386600,20.842230716780954
1396386900,22.103340106171427
1396387200,20.958522645261905
1396387500,23.051968464452383
1396387800,22.27424282924286
1396388100,23.45382145873333
1396388400,23.616331281623808
1396388700,22.635753847714287
1396389000,22.951297207104766
1396389300,22.250670613895238
1396389600,21.520756843285717
1396389900,22.583966645276195
1396390200,23.633088978266674
1396390500,21.672208707557143
1396390800,21.27017504954762
1396391100,21.57400743763809
1396391400,21.76947100942857
1396391700,20.328175628919052
1396392000,22.03677089240952
1396392300,22.027685149099998
1396392600,22.41200540109048
1396392900,21.516084293580953
1396393200,22.509928676971427
1396393500,23.578007613861903
1396393800,23.89452614255238
1396394100,22.41424593384286
1396394400,20.25718585723333
1396394700,23.971918169723807
1396395000,22.925660629314283
1396395300,21.453223374304766
1396395600,20.70529505719524
1396395900,20.697776306885714
1396396200,20.80253864087619
1396396500,20.321197751066673
1396396800,23.751473897457146
1396397100,22.31337055034762
1396397400,22.95757574613809
1396397700,23.47761260852857
1396398000,23.33878307291905
1396398300,23.71048201870952
1396398600,24.056518490100004
1396398900,21.951222935190483
1396399200,24.00372281908095
1396399500,23.102981221971426
1396399800,20.499934665961906
1396400100,22.95183486575237
1396400400,22.979009495542854
1396400700,23.86302558853333
